θ,ω,θ_next,ω_next
0.3938039166574724,2.141895031576577,0.4152228669732382,2.1042536757493346
0.40925584081599264,2.1144257470288075,0.43040009828628073,2.075389134443542
0.4459013518242354,2.0829430030876748,0.46673078185511213,2.040635291000263
0.45947377447998045,2.0588491024584634,0.4800622655045651,2.015344055863313
0.48892888436154264,2.0316428365667623,0.5092453127272103,1.9855671758030071
0.5186806390345765,1.9913515394418602,0.5385941544289952,1.9427199615496569
0.5531943900235409,1.9463930815467367,0.5726583208390083,1.8948505711334993
0.5718133430699825,1.8966066351127404,0.59077940942111,1.8435190533647208
0.5912566193256152,1.8346072412081273,0.6096026917376965,1.7799258343030242
0.5980775974283749,1.7796113839227774,0.6158737112676026,1.7243757076789472
0.619864566827908,1.7384011066935396,0.6372485778948435,1.6814123711519842
0.6253003426419821,1.6783935160153078,0.6420842778021352,1.620971582225368
0.6738635999438977,1.6395055766524194,0.6902586557104219,1.5782902233168308
0.6808898464910123,1.5977792994077804,0.69686763948509,1.5360268507954284
0.6964227544376796,1.531767581992907,0.7117404302576087,1.4688386350411444
0.7124241006950347,1.4742456521850982,0.7271665572168857,1.4101206056044364
0.7331859459417578,1.3941217575562095,0.7471271635173199,1.3284692809962226
0.7387996144303135,1.3433281796640353,0.7522328962269539,1.2772675436201923
0.7538895969231846,1.287336541213959,0.7667629623353241,1.2201890952613235
0.7643891916200564,1.2239289178655233,0.7766284807987116,1.1560342764258984
0.7814862055323025,1.1546502056209662,0.7930327075885122,1.0855549219378167
0.7832768021676004,1.0853761687325998,0.7941305638549264,1.016156302306099
0.7956020906845283,1.0166725954766993,0.8057688166392952,0.9466012261414337
0.8077510939495559,0.9512921562409764,0.8172640155119657,0.8803918795310323
0.8316056319213209,0.8888262574752002,0.8404938944960728,0.8163289819665943
0.8485698176231171,0.8154566498640264,0.8567243841217573,0.7418487136861195
0.8504432408046334,0.7246133592796803,0.8576893743974302,0.6508840614397692
0.8488307338957065,0.6637549638393854,0.8554682835341003,0.5901301098289213
0.8552332512099137,0.6046891481408148,0.8612801426913218,0.5306507277268215
0.8587790926082679,0.5319867101138888,0.8640989597094068,0.45772055318171223
0.8568932385061746,0.4562056461833193,0.8614552949680078,0.38206049474963694
0.8599066808616821,0.39491813232817347,0.8638558621849638,0.3205797500407697
0.8582120949099914,0.31810640376342586,0.8613931589476257,0.24387660039126668
0.8465323509619271,0.24010633555874308,0.8489334143175146,0.16663068114513252
0.8434855522305575,0.17198440605573562,0.8452053962911149,0.09870713284139923
0.8525352957537273,0.0927998976579635,0.8534632947303069,0.01893538088598315
0.8572397006919035,0.01810565214010034,0.8574207572133045,-0.056061749764175973
0.8696846829897655,-0.05720960597515123,0.869112586930014,-0.13217032480939475
0.8824649519881056,-0.14647515321921198,0.8810002004559134,-0.22223847804082536
0.8875798380941823,-0.24013419620103738,0.8851784961321719,-0.31621527785982795
0.8969613497214051,-0.3064548404115363,0.8938968013172897,-0.38311355905893824
0.8865514623360128,-0.37915055795426716,0.8827599567564701,-0.4551679124645376
0.886601219919768,-0.46214915903540643,0.881979728329414,-0.5381695988117016
0.8875599519116157,-0.5400648320898206,0.8821593035907175,-0.6161446821896486
0.8881302999019492,-0.6253698580382172,0.8818766013215671,-0.7014850180645156
0.8938392681717876,-0.6897954584650605,0.886941313587137,-0.7662626913370715
0.902758646067354,-0.7673200658154443,0.8950854454091995,-0.8443323651048111
0.8864589019532265,-0.8380330355928094,0.8780785715972984,-0.91404465030835
0.870698830441435,-0.9109496184186205,0.8615893342572488,-0.9859744750839625
0.866065745556803,-0.9837174180472056,0.856228571376331,-1.0584486360847465
0.868941217398934,-1.0621767272237226,0.8583194501266969,-1.1370903780072579
0.8291431191249151,-1.142560896738183,0.8177175101575332,-1.2148952076088948
0.8272260674550458,-1.203592532446053,0.8151901421305853,-1.275799672604022
0.8191854201224715,-1.2631477458868705,0.8065539426636028,-1.3348186115009781
0.793171099129997,-1.3334778537041325,0.7798363205929556,-1.403382114583293
0.778851575080658,-1.4190889654046328,0.7646606854266117,-1.488000539086224
0.7754127014255899,-1.4770174766747264,0.7606425266588427,-1.5456885418767794
0.7515581745026558,-1.538594886971164,0.7361722256329442,-1.6055754118145686
0.7006135532050348,-1.6097600496803706,0.6845159527082311,-1.6730038284221027
0.6960089590264142,-1.6678869055663985,0.6793300899707503,-1.7307847062908197
0.6860320889039566,-1.724872223384285,0.6687833666701137,-1.787015821062826
0.6717319119338654,-1.7886961422179035,0.6538449505116863,-1.8497479478567338
0.6627632153670828,-1.8568955212257703,0.6441942601548252,-1.9172561988328436
0.6512845777952752,-1.909102303971629,0.6321935547555588,-1.9685713615204379
0.653961684901113,-1.9621841477096387,0.6343398434240166,-2.021861858442116
0.6256153207533144,-2.023843753786776,0.6053768832154466,-2.081290737532263
0.5917397059738526,-2.0768057181351947,0.5709716487925006,-2.131526464438285
0.5844724353442096,-2.143847445909897,0.5630339608851106,-2.1979750497673645
0.565867432473763,-2.201974338279207,0.5438476890909709,-2.254570480433325
0.5481127127218827,-2.2490852087378523,0.5256218606345041,-2.3002028958245893
0.534991128825779,-2.293951115456115,0.5120516176712179,-2.34396577276284
0.5226313088577419,-2.3357282974671576,0.4992740258830703,-2.384696081363788
0.5106754202982069,-2.397273089531256,0.48670268940289435,-2.445221093466284
0.4855141592118846,-2.4396809446404504,0.46111734976548013,-2.4854606007914377
0.4565398268521742,-2.5106066184809186,0.431433760667365,-2.5538535089307204
0.41869401911525,-2.554467939665558,0.39314933971859445,-2.5943522240666517
0.3859275206904152,-2.5879385314064574,0.3600481353763506,-2.624865196046901
0.3692156712601551,-2.628227276437182,0.34293339849578325,-2.663630003672797
0.34394064913053135,-2.647385664703667,0.3174667924834947,-2.6804649413992916
0.32391923616614154,-2.666010613148164,0.2972591300346599,-2.697234314057556
0.30568311877257626,-2.675504959763368,0.27892806917494256,-2.705027634426445
0.2894402476086411,-2.7135514579008038,0.2623047330296331,-2.741550747982274
0.2661948739987677,-2.735213893549161,0.23884273506327608,-2.7610202997683375
0.2433779001179146,-2.7433201781853027,0.21594469833606159,-2.766960546399538
0.2241922156833264,-2.760081189340619,0.1965914037899202,-2.7818906700987043
0.19356604727491153,-2.78497075996695,0.16571633967524202,-2.803841232827673
0.1735495126216234,-2.8209527295727153,0.14533998532589626,-2.837892600444259
0.14847586669307808,-2.8537684622973534,0.11993818207010454,-2.8682804875656243
0.12451262594104737,-2.8762320931379337,0.09575030500966802,-2.8884152446775473
0.10107123496839757,-2.892669951554104,0.07214453545285653,-2.9025681672352004
0.08649465994738095,-2.905523959350802,0.057439420353872936,-2.913998509449139
0.05972980295855309,-2.9117132776977646,0.030612670181575444,-2.917569287886307
0.02924472426083446,-2.9197508905148,4.721535568645921e-5,-2.922619389041562
0.003962820648328477,-2.9246362586920673,-0.025283541938592197,-2.925025010380177
-0.015262009350214177,-2.926707501802986,-0.044529084368244036,-2.925210356808706
-0.046083649848353975,-2.9241424068740716,-0.0753250739170947,-2.919623200795444
-0.07392716143733423,-2.9264030121616407,-0.10319119155895064,-2.9191573616871187
-0.09396629382789418,-2.947097330635916,-0.12343726713425333,-2.937892796668929
-0.12551200972546847,-2.9417382635987757,-0.15492939236145623,-2.9294578376017153
-0.1576651332719592,-2.9280537696272253,-0.18694567096823145,-2.912650820784593
-0.20348385976695554,-2.9198708530643365,-0.23268256829759892,-2.9000465566009455
-0.21805671478026253,-2.906094163908268,-0.24711765641934522,-2.884871919649131
-0.25616296443262704,-2.8831289247330334,-0.28499425367995734,-2.8582732692853337
-0.28077189953312137,-2.8369216875098546,-0.3091411164082199,-2.8097384321377983
-0.3076428161768258,-2.8179181621177163,-0.335821997798003,-2.788212210178972
-0.34218067354622933,-2.7820223714881944,-0.3700008972611113,-2.74910568777495
-0.36873231621843505,-2.750757112328056,-0.3962398873417156,-2.715398610947997
-0.3908945506421459,-2.7060924036419993,-0.41795547467856586,-2.6687147692707986
-0.4075652366703311,-2.661413432248251,-0.4341793709928136,-2.622529027428652
-0.43271267200825686,-2.640309771789905,-0.4591157697261559,-2.5991730091177536
-0.42648779470671205,-2.5898134536449597,-0.4523859292431617,-2.5492318612451084
-0.46019880927032797,-2.5613887424874733,-0.4858126966952027,-2.5178199581733676
-0.4787334988777045,-2.514859441701964,-0.5038820932947241,-2.4696691444678702
-0.5042392278525136,-2.4605356567830197,-0.5288445844203439,-2.4131394764162293
-0.5277361483571544,-2.4336298001371452,-0.5520724463585259,-2.384228721796145
